Tipo,PERFIL,d,bf,tf,hw,tw,r2,bf/2tf,hw/tw,Ag,Peso,Ix,Sx,rx,Qx,Zx,Iy,Sy,ry,Qy,1.5Sy,Zy,w1,d1,w4,t1,t2,J,Cw,X1,X2 (10)-5,Lp_alma,Lr_alma,Lp_ala,Lr_ala,x,eo,xp,Designacion,b,t,r,r1,b/t,ex-ey,w,v1,Ix-Iy,Sx-Sy,rx-ry,Iv,Sv,iv,Iz,iz
L,L 5/8 x 5/8 x 1/8,,,,,,,,,0.94,0.74,,,,,,,,,,,,,,,,,0.031,0.005,,,,,,,,,,L 16x 16 x 3.2,15.9,3.20,4.00,2.00,5.00,0.50,1.13,0.71,0.20,0.18,0.46,0.080,0.12,0.30,0.31,0.57
L,L 3/4 x 3/4 x 1/8,,,,,,,,,1.13,0.89,,,,,,,,,,,,,,,,,0.038,0.010,,,,,,,,,,L 19 x 19 x 3.2,19.0,3.20,4.00,2.00,5.90,0.58,1.34,0.82,0.35,0.26,0.55,0.14,0.18,0.36,0.55,0.70
L,L 7/8 x 7/8 x 1/8,,,,,,,,,1.32,1.04,,,,,,,,,,,,,,,,,0.045,0.016,,,,,,,,,,L 22 x 22 x 3.2,22.2,3.20,4.00,2.00,6.90,0.65,1.56,0.92,0.56,0.36,0.65,0.23,0.25,0.42,0.89,0.82
L,L 1x 1 x 1/8,,,,,,,,,1.51,1.19,,,,,,,,,,,,,,,,,0.062,0.025,,,,,,,,,,L 25 x 25 x 3.2,25.4,3.20,4.00,2.00,7.90,0.73,1.77,1.03,0.84,0.48,0.75,0.34,0.34,0.48,1.34,0.94
L,L 1x 1 x 3/16,,,,,,,,,2.19,1.72,,,,,,,,,,,,,,,,,0.17,0.075,,,,,,,,,,L 25 x 25 x 4.8,25.4,4.80,4.00,2.00,5.30,0.79,1.77,1.11,1.17,0.68,0.73,0.50,0.45,0.48,1.84,0.92
L,L 1x 1 x 1/4,,,,,,,,,2.81,2.20,,,,,,,,,,,,,,,,,0.39,0.16,,,,,,,,,,L 25 x 25 x 6.4,25.4,6.40,4.00,2.00,4.00,0.85,1.77,1.19,1.44,0.87,0.72,0.66,0.55,0.48,2.23,0.89
L,L 1 1/8 x 1 1/8 x 1/8,,,,,,,,,1.65,1.30,,,,,,,,,,,,,,,,,0.059,0.036,,,,,,,,,,L 29 x 29 x 3.2,28.6,3.20,5.00,2.50,8.90,0.77,1.91,1.09,1.06,0.55,0.80,0.42,0.39,0.51,1.70,1.01
L,L 1 1/4 x 1 1/4 x 1/8,,,,,,,,,1.97,1.55,,,,,,,,,,,,,,,,,0.066,0.050,,,,,,,,,,L 32 x 32 x 3.2,31.7,3.20,5.00,2.50,9.90,0.89,2.26,1.26,1.83,0.79,0.96,0.72,0.57,0.61,2.93,1.22
L,L 1 1/4 x 1 1/4 x 3/16,,,,,,,,,2.87,2.25,,,,,,,,,,,,,,,,,0.22,0.16,,,,,,,,,,L 32 x 32 x 4.8,31.7,4.80,5.00,2.50,6.60,0.96,2.26,1.35,2.58,1.15,0.95,1.06,0.78,0.61,4.10,1.20
L,L 1 1/4 x 1 1/4 x 1/4,,,,,,,,,3.71,2.91,,,,,,,,,,,,,,,,,0.50,0.34,,,,,,,,,,L 32 x 32 x 6.4,31.7,6.40,5.00,2.50,5.00,1.02,2.26,1.44,3.24,1.49,0.93,1.38,0.96,0.61,5.09,1.17
L,L 1 1/2 x 1 1/2 x 1/8,,,,,,,,,2.37,1.86,,,,,,,,,,,,,,,,,0.080,0.089,,,,,,,,,,L 38 x 38 x 3.2,38.1,3.20,6.00,3.00,11.9,1.03,2.69,1.46,3.11,1.12,1.15,1.20,0.82,0.71,5.02,1.46
L,L 1 1/2 x 1 1/2 x 3/16,,,,,,,,,3.46,2.71,,,,,,,,,,,,,,,,,0.26,0.28,,,,,,,,,,L 38 x 38 x 4.8,38.1,4.80,6.00,3.00,7.90,1.10,2.69,1.56,4.45,1.65,1.13,1.78,1.14,0.72,7.12,1.44
L,L 1 1/2 x 1 1/2 x 1/4,,,,,,,,,4.49,3.53,,,,,,,,,,,,,,,,,0.61,0.62,,,,,,,,,,L 38 x 38 x 6.4,38.1,6.40,6.00,3.00,6.00,1.17,2.69,1.65,5.63,2.14,1.12,2.33,1.42,0.72,8.93,1.41
L,L 1 3/4 x 1 3/4 x 1/8,,,,,,,,,2.83,2.22,,,,,,,,,,,,,,,,,0.093,0.14,,,,,,,,,,L 45 x 45 x 3.2,44.4,3.20,7.00,3.50,13.9,1.19,3.18,1.68,5.24,1.58,1.36,1.98,1.18,0.84,8.50,1.73
L, L 1 3/4 x 1 3/4 x 3/16,,,,,,,,,4.14,3.25,,,,,,,,,,,,,,,,,0.31,0.46,,,,,,,,,,L 45 x 45 x 4.8,44.4,4.80,7.00,3.50,9.30,1.27,3.18,1.79,7.57,2.34,1.35,2.97,1.66,0.85,12.2,1.71
L,L 1 3/4 x 1 3/4 x 1/4,,,,,,,,,5.40,4.24,,,,,,,,,,,,,,,,,0.72,1.02,,,,,,,,,,L 45 x 45 x 6.4,44.4,6.40,7.00,3.50,6.90,1.34,3.18,1.88,9.67,3.06,1.34,3.90,2.07,0.85,15.4,1.69
L,L 2 x 2 x 1/8,,,,,,,,,3.21,2.52,,,,,,,,,,,,,,,,,0.11,0.22,,,,,,,,,,L 51 x 51 x 3.2,50.8,3.20,7.00,3.50,15.9,1.34,3.16,1.89,7.76,2.07,1.55,2.95,1.66,0.96,12.6,1.98
L,L 2 x 2 x 3/16,,,,,,,,,4.72,3.70,,,,,,,,,,,,,,,,,0.36,0.70,,,,,,,,,,L 51 x 51 x 4.8,50.8,4.80,7.00,3.50,10.6,1.42,3.61,2.00,11.3,3.05,1.54,4.41,2.20,0.97,18.1,1.96
L,L 2 x 2 x 1/4,,,,,,,,,6.17,4.84,,,,,,,,,,,,,,,,,0.83,1.57,,,,,,,,,,L 51 x 51 x 6.4,50.8,6.40,7.00,3.50,7.90,1.49,3.61,2.10,14.5,4.00,1.53,5.80,2.77,0.97,23.1,1.93
L,L 2 x 2 x 5/16,,,,,,,,,7.49,5.88,,,,,,,,,,,,,,,,,1.54,2.82,,,,,,,,,,L 51 x 51 x 7.9,50.8,7.90,7.00,3.50,6.40,1.54,3.61,2.18,17.2,4.83,1.52,7.06,3.24,0.97,27.3,1.91
L,L 2 x 2 x 3/8,,,,,,,,,8.84,6.94,,,,,,,,,,,,,,,,,2.63,4.65,,,,,,,,,,L 51 x 51 x 9.5,50.8,9.50,7.00,3.50,5.30,1.60,3.61,2.26,19.9,5.68,1.50,8.38,3.70,0.97,31.4,1.88
L,L 2 1/4 x 2 1/4 x 1/8,,,,,,,,,3.61,2.84,,,,,,,,,,,,,,,,,0.12,0.31,,,,,,,,,,L 57 x 57 x 3.2,57.1,3.20,8.00,4.00,17.8,1.48,4.03,2.08,10.9,2.58,1.73,4.05,1.95,1.06,17.7,2.21
L,L 2 1/4 x 2 1/4 x 3/16,,,,,,,,,5.31,4.17,,,,,,,,,,,,,,,,,0.40,1.01,,,,,,,,,,L 57 x 57 x 4.8,57.1,4.80,8.00,4.00,11.9,1.56,4.03,2.20,15.9,3.84,1.73,6.13,2.79,1.07,25.6,2.20
L,L 2 1/4 x 2 1/4 x 1/4,,,,,,,,,6.96,5.46,,,,,,,,,,,,,,,,,0.94,2.28,,,,,,,,,,L 57 x 57 x 6.4,57.1,6.40,8.00,4.00,8.90,1.63,4.03,2.30,20.5,5.03,1.72,8.10,3.53,1.08,32.9,2.17
L,L 2 1/2 x 2 1/2 x 3/16,,,,,,,,,6.00,4.71,,,,,,,,,,,,,,,,,0.45,1.40,,,,,,,,,,L 64 x 64 x 4.8,63.5,4.80,9.00,4.50,13.2,1.72,4.53,2.43,22.7,4.85,1.95,8.65,3.56,1.20,36.8,2.48
L,L 2 1/2 x 2 1/2 x 1/4,,,,,,,,,7.87,6.18,,,,,,,,,,,,,,,,,1.05,3.19,,,,,,,,,,L 64 x 64 x 6.4,63.5,6.40,9.00,4.50,9.90,1.80,4.53,2.53,29.4,6.39,1.93,11.5,4.54,1.21,47.4,2.45
L,L 2 1/2 x 2 1/2 x 5/16,,,,,,,,,9.57,7.52,,,,,,,,,,,,,,,,,1.96,5.78,,,,,,,,,,L 64 x 64 x 7.9,63.5,7.90,9.00,4.50,8.00,1.86,4.53,2.62,35.3,7.77,1.92,14.1,5.37,1.21,56.5,2.43
L,L 2 1/2 x 2 1/2 x 3/8,,,,,,,,,11.3,8.91,,,,,,,,,,,,,,,,,3.36,9.66,,,,,,,,,,L 64 x 64 x 9.5,63.5,9.50,9.00,4.50,6.70,1.92,4.53,2.71,41.1,9.19,1.90,16.7,6.18,1.21,65.6,2.40
L,L 3 x 3 x 1/4,,,,,,,,,9.43,7.40,,,,,,,,,,,,,,,,,1.28,5.67,,,,,,,,,,L 76 x 76 x 6.4,76.2,6.40,10.0,5.00,11.9,2.09,5.37,2.94,50.4,9.14,2.31,19.5,6.62,1.44,81.3,2.94
L,L 3 x 3 x 5/16,,,,,,,,,11.5,9.02,,,,,,,,,,,,,,,,,2.38,10.3,,,,,,,,,,L 76 x 76 x 7.9,76.2,7.90,10.0,5.00,9.60,2.15,5.37,3.03,60.7,11.2,2.30,23.9,7.88,1.44,97.6,2.91
L,L 3 x 3 x 3/8,,,,,,,,,13.6,10.7,,,,,,,,,,,,,,,,,4.08,17.4,,,,,,,,,,L 76 x 76 x 9.5,76.2,9.50,10.0,5.00,8.00,2.22,5.37,3.12,71.2,13.2,2.28,28.5,9.11,1.44,113.8,2.89
L,L 3 x 3 x 1/2,,,,,,,,,17.8,14.0,,,,,,,,,,,,,,,,,9.54,38.8,,,,,,,,,,L 76 x 76 x 12.7,76.2,12.7,10.0,5.00,6.00,2.34,5.37,3.30,90.2,17.1,2.25,37.4,11.3,1.45,143.0,2.83
L,L 3 1/2 x 3 1/2 x 1/4,,,,,,,,,11.1,8.72,,,,,,,,,,,,,,,,,1.50,9.17,,,,,,,,,,L 89 x 89 x 6.4,88.9,6.40,11.0,5.50,13.9,2.40,6.29,3.38,82.3,12.7,2.72,31.6,9.34,1.69,133.1,3.46
L,L 3 1/2 x 3 1/2 x 5/16,,,,,,,,,13.6,10.7,,,,,,,,,,,,,,,,,2.79,16.8,,,,,,,,,,L 89 x 89 x 7.9,88.9,7.90,11.0,5.50,11.3,2.47,6.29,3.48,99.7,15.5,2.71,38.9,11.2,1.69,160.5,3.44
L,L 3 1/2 x 3 1/2 x 3/8,,,,,,,,,16.1,12.7,,,,,,,,,,,,,,,,,4.81,28.4,,,,,,,,,,L 89 x 89 x 9.5,88.9,9.50,11.0,5.50,9.40,2.53,6.29,3.57,117.2,18.4,2.69,46.4,13.0,1.70,188.0,3.41
L,L 3 1/2 x 3 1/2 x 1/2,,,,,,,,,21.1,16.6,,,,,,,,,,,,,,,,,11.3,64.0,,,,,,,,,,L 89 x 89 x 12.7,88.9,12.7,11.0,5.50,7.00,2.66,6.29,3.75,149.7,24.0,2.66,60.9,16.2,1.70,238.4,3.36
L,L 4 x 4 x 1/4,,,,,,,,,12.8,10.1,,,,,,,,,,,,,,,,,1.72,13.9,,,,,,,,,,L 102 x 102 x 6.4,101.6,6.40,12.0,6.00,15.9,2.71,7.21,3.82,125.5,16.8,3.13,47.9,12.5,1.93,203.2,3.98
L,L 4 x 4 x 5/16,,,,,,,,,15.7,12.3,,,,,,,,,,,,,,,,,3.21,25.5,,,,,,,,,,L 102 x 102 x 7.9,101.6,7.90,12.0,6.00,12.9,2.78,7.21,3.92,152.4,20.5,3.12,59.0,15.0,1.94,245.8,3.96
L,L 4 x 4 x 3/8,,,,,,,,,18.6,14.6,,,,,,,,,,,,,,,,,5.54,43.3,,,,,,,,,,L 102 x 102 x 9.5,101.6,9.50,12.0,6.00,10.7,2.85,7.21,4.02,179.8,24.5,3.11,70.6,17.6,1.95,289.1,3.94
L,L 4 x 4 x 7/16,,,,,,,,,21.6,16.9,,,,,,,,,,,,,,,,,8.76,67.3,,,,,,,,,,L 102 x 102 x 11.1,101.6,11.1,12.0,6.00,9.20,2.92,7.21,4.11,206.0,28.3,3.09,81.8,19.9,1.95,330.1,3.91
L,L 4 x 4 x 1/2,,,,,,,,,24.5,19.2,,,,,,,,,,,,,,,,,13.0,98.3,,,,,,,,,,L 102 x 102 x 12.7,101.6,12.7,12.0,6.00,8.00,2.98,7.21,4.20,231.0,32.0,3.07,92.8,22.1,1.95,369.1,3.89
L,L 5 x 5 x 3/8,,,,,,,,,23.4,18.4,,,,,,,,,,,,,,,,,6.99,87.0,,,,,,,,,,L 127 x 127 x 9.5,127.0,9.50,14.0,7.00,13.4,3.46,8.98,4.87,355.9,38.5,3.90,138.0,28.3,2.43,573.8,4.95
L,L 5 x 5 x 7/16,,,,,,,,,27.2,21.3,,,,,,,,,,,,,,,,,11.1,136.1,,,,,,,,,,L 127 x 127 x 11.1,127.0,11.1,14.0,7.00,11.4,3.53,8.98,4.97,409.5,44.6,3.88,160.5,32.3,2.43,658.4,4.92
L,L 5 x 5 x 1/2,,,,,,,,,30.9,24.2,,,,,,,,,,,,,,,,,16.5,199.9,,,,,,,,,,L 127 x 127 x 12.7,127.0,12.7,14.0,7.00,10.0,3.59,8.98,5.07,461.0,50.6,3.87,182.5,36.0,2.43,739.6,4.90
L,L 6 x 6 x 3/8,,,,,,,,,28.3,22.2,,,,,,,,,,,,,,,,,8.44,153.3,,,,,,,,,,L 152 x 152 x 9.5,152.4,9.50,16.0,8.00,16.0,4.06,10.8,5.72,620.3,55.7,4.69,238.5,41.7,2.91,1002.1,5.96
L,L 6 x 6 x 7/16,,,,,,,,,32.8,25.7,,,,,,,,,,,,,,,,,13.4,240.6,,,,,,,,,,L 152 x 152 x 11.1,152.4,11.1,16.0,8.00,13.7,4.13,10.8,5.83,715.8,64.7,4.67,278.0,47.7,2.91,1153.6,5.93
L,L 6 x 6 x 1/2,,,,,,,,,37.3,29.3,,,,,,,,,,,,,,,,,19.9,354.5,,,,,,,,,,L 152 x 152 x 12.7,152.4,12.7,16.0,8.00,12.0,4.20,10.8,5.92,808.4,73.5,4.66,316.7,53.5,2.92,1300.0,5.91
